DTN,33.11109,2.21222
JKJ,33.22143,4.89189
PXSV.K,33.22805,4.57209
FYX,33.23267,4.33697
GAF,33.28249,4.88501
FNK,33.31355,4.88778
ENY,33.50437,2.48447
NLR,33.59904,4.50992
AGZ,2.95561,0.0533
AOK,4.8369,1.35044
BND,3.83579,0.20411
BSCC.K,3.29431,0
BSCD.K,3.14874,0.28825
BSCE.K,3.08622,0.37951
BSCF.K,4.10195,0.93721
BSCG.K,4.24969,1.11836
BSCH.K,5.05666,1.57262
BSJC.K,5.09889,-0.07791
BSJD.K,5.24634,1.06299
BSJE.K,4.87557,0.89774
BSV,1.72689,0.04933
CIU,3.77271,1.37841
CPI,3.66254,0.71163
CSJ,2.0306,0.45959
CYB,3.07679,0.1182
FIVZ.K,4.44913,0.04839
FLOT.K,2.48522,0.46447
GBF,5.35569,0.03337
GVI,3.33684,0.34467
HYMB.K,4.96859,0.81633
IEI,3.86179,-0.07393
ITE,3.47177,-0.24602
MUAA.K,4.63861,-0.11811
MUAC.K,5.45153,0.26991
ITM,4.64881,0.64767
ITR,3.99967,0.86464
LAG,4.25094,0.60806
MBB,2.74683,0.18525
MBG,4.35338,0.4165
MINT.K,0.95263,0.3881
MUNI.K,3.20916,0.50401
NYF,5.29528,0.57244
PRB,4.72529,0.71146
SCHO.K,0.98418,-0.18595
SCHR.K,5.13665,0.11847
SCPB.K,2.77925,0.62624
SHM,3.07732,0.36916
SHY,0.86817,-0.17747
SMB,4.15434,0.33689
SMMU.K,4.0411,-0.08895
STIP.K,4.81543,0.7811
SUB,2.81801,0.21582
TFI,5.12172,1.25523
TUZ,1.04499,-0.17626
VRD,2.45026,-0.03332
ALD,7.33114,1.49996
ALT,9.78597,-0.18343
AOM,8.59658,2.00724
BIL,6.03313,0
BIV,5.62185,0.70301
BKLN.K,7.92418,0.94963
BONO.K,10.31668,3.12403
BSJF.K,6.27722,1.2926
BWX,10.17441,1.31668
BWZ,10.67002,0.63117
CBND.K,9.51058,1.14177
CEW,10.22487,2.48538
CFT,5.45325,1.14117
CMF,6.17055,0.26693
CORP.K,6.09498,1.78102
CXA,7.65682,1.71194
EMB,7.36687,2.39444
FLTR.K,6.48942,0.40973
FXB,8.4587,0.98742
FXC,9.77608,1.29962
FXY,8.65583,-2.54244
GTAA.K,9.67895,2.15827
GTIP.K,9.47558,2.78054
HYD,8.56915,1.11257
HYS,7.5516,1.12325
ICN,10.65175,2.57203
IEF,8.10954,0.15334
MUAB.K,5.8811,-0.40924
LQD,6.44951,1.10869
MCRO.K,9.69279,2.48793
MLN,7.58145,0.92503
MUAD.K,6.62721,0.48616
MUAF.K,7.04365,1.1567
MUB,5.45561,2.18781
PVI,7.86481,0.04002
QAI,5.7066,1.56934
RALS.K,6.89292,-0.03969
SCHP.K,7.37603,1.27629
SHV,6.55268,-0.03629
STPZ.K,8.68658,0.74585
TBX,10.17172,-0.07713
TENZ.K,9.49439,0.29492
TGR,9.25023,0.98493
TIPZ.K,9.61288,1.22746
UDN,9.42161,0.92456
UUP,9.33872,-1.03278
WDTI.K,8.43422,-1.17196
AGLS.K,13.16257,1.00816
AMLP.K,13.96449,1.60333
AOR,14.50909,2.80899
AUNZ.K,16.04899,1.30323
BABS.K,14.70653,2.67882
BABZ.K,14.45952,2.14845
CCX,12.28167,2.87674
CLY,12.8216,0.18943
DBV,13.79471,3.06247
DEF,15.28746,1.58226
DENT.K,13.73198,-0.85505
EBND.K,13.43999,2.71055
ELD,12.49597,3.69931
EMLC.K,13.5698,3.92385
FCD,16.2579,2.21814
FXA,14.77647,1.77075
FXF,16.35208,1.74878
FXM,14.31875,3.03205
FXS,15.60432,2.03859
GIY,13.15541,1.57262
GLJ,16.02153,0.90695
HYG,12.63234,0.87661
HYLD.K,11.36607,1.80389
IBND.K,12.00613,3.40838
INY,10.67619,0.54783
ITIP.K,12.8925,4.01949
JNK,12.53029,1.09834
JYF,15.33767,-3.86429
LTPZ.K,15.98163,1.41343
LWC,13.49769,0.59355
MNA,12.91033,1.83813
PFF,15.41631,2.6476
PICB.K,11.66817,3.11562
PLK,12.21635,-0.03939
PSK,14.59581,2.49917
PST,15.88919,-1.15385
SJB,12.95102,-1.76919
TBZ,12.28296,0.36607
TDD,15.99635,0.84926
TLH,11.80041,-0.01537
TZD,14.2611,1.92916
TZE,14.4092,2.06154
UST,15.75831,0.67159
VDC,15.01301,2.16471
XLP,14.82337,2.11246
XMPT.K,12.21154,0.35987
BAB,17.48603,1.78384
BZF,16.57721,3.45821
CNPF.K,17.17382,1.22958
CVY,19.70572,3.46929
CWB,17.16336,3.50235
DBA,17.76274,-0.2052
DGL,20.12974,5.53544
FDL,16.75204,1.09763
FHC,20.20272,1.42607
FUI,17.57859,1.40118
FVD,20.023,2.57669
FXE,16.89516,1.61104
FXG,19.65455,2.77078
FXRU.K,20.81543,4.26138
FXU,20.01162,2.86533
GCC,17.40275,1.24645
GLD,20.04373,5.56139
HDV,16.80037,1.54658
IAU,20.09345,5.66502
IGU,16.50497,4.02151
KXI,18.79435,3.13874
PBP,17.3644,1.85464
PCA,17.72922,2.54372
PFM,18.77786,1.44262
PIV,20.22812,2.12038
PKW,20.66511,3.22581
PSL,18.88205,2.27564
PTO,20.21836,3.94019
PUI,20.38091,4.21327
RHS,16.44385,1.89903
RYU,17.35981,2.09287
SGOL.K,19.97845,5.56619
SPLV.K,17.9833,0.89355
TBF,20.34014,0.37014
TDX,16.61041,0.85904
TLO,16.89762,-0.32634
TLT,20.22234,-0.99614
TPS,18.64121,-0.30467
TZG,16.48054,3.33907
TZI,18.78386,4.01799
VHT,20.91885,1.75383
VPU,17.30207,1.41189
VYM,19.39848,2.24235
WIP,16.52592,2.82515
XLU,16.85059,1.30548
XLV,20.10946,0.78431
YCL,18.28228,-4.94872
AOA,22.1813,3.58278
DBC,21.11383,4.89561
EPHE.K,23.18916,5.1598
EU,22.58174,6.18557
EUO,23.30262,-3.45
GXG,23.47444,9.15675
IWY,22.67341,4.91599
IXJ,21.00382,1.45283
IXP,21.36502,1.86459
JXI,22.29994,3.27789
LVOL.K,21.69766,2.71927
PCEF.K,22.22884,3.00493
PID,22.22614,3.27321
PJP,22.58722,0.79861
PLW,22.36225,-0.06307
PPLT.K,21.44765,8.93511
PWV,21.84725,2.23255
PYH,21.79411,1.42248
RYH,22.65589,2.37756
SCHV.K,22.33072,2.61533
SDY,21.2337,1.65094
SPYG.K,22.09104,3.74176
TZL,21.78194,4.54631
TZO,22.59182,3.94148
VIG,21.34973,1.84332
VOOG.K,22.2287,3.7957
VOOV.K,22.48729,3.5035
VOX,21.08982,4.88041
XLG,21.38497,4.14473
XLK,22.93973,6.58727
AFK,24.97043,7.71045
CSD,24.27808,6.472
DBP,24.76914,5.92071
EDIV.K,25.25881,5.92011
FPX,23.63524,8.98947
FRN,23.98752,6.03277
GSG,24.32539,5.34442
IHE,24.21171,1.77576
ITF,23.5243,6.4259
IXN,24.51936,7.16121
IYW,25.19949,7.48101
JSC,25.2169,2.06651
PWB,24.40839,5.33853
PWZ,25.25767,0.7358
PZT,25.09796,0.62009
SCHG.K,24.86622,5.44935
TYBS.K,24.96247,-5.49747
TYO,23.68806,-1.73944
XPH,23.67079,1.78434
DBE,25.71297,8.39235
DXJ,25.74559,6.69315
EVX,26.56643,5.57283
FCQ,26.16851,5.98519
FMK,26.56624,5.24345
FTQ,25.46197,6.80934
IGM,25.59457,6.11828
MTK,26.84356,6.10815
IYH,26.88051,1.32649
JKE,25.88889,6.34967
JPP,25.66186,7.44505
KBWD.K,25.48477,1.7331
ONEF.K,26.48652,5.60982
PZA,26.30187,0.80613
RXI,26.19451,5.98895
SCJ,26.4137,1.99208
TDH,26.07987,-4.30435
UHN,26.63418,7.38018
VGT,25.39936,7.10807
VT,26.81622,5.05742
WPS,26.12168,5.73916
XHE,25.69115,6.86068
AND,27.08685,9.30543
CGW,27.18696,5.33333
DBB,27.70809,-1.98958
EWRM.K,27.8132,5.27607
FRL,27.4334,2.00818
GMF,28.27407,5.14857
GMM,28.49081,5.5043
GWX,28.2804,5.90004
HDGE.K,27.4117,-8.0759
IHI,27.21931,5.83185
KBWY.K,27.84303,1.72
MDD,28.0437,5.25323
PEZ,27.77687,5.58087
PQY,28.29137,0
PSR,27.40256,1.04519
PWC,27.36071,5.81852
REK,28.46947,-1.56011
RPV,28.1195,6.01255
SCHC.K,28.23634,6.53489
WMCR.K,27.13366,5.25132
WREI.K,27.02594,1.83579
COLX.K,28.732,7.36434
CWI,29.66715,5.31595
EWX,28.53467,10.95236
EZM,29.28187,6.04748
GWL,29.40964,6.04348
IVOG.K,29.7474,5.28933
IVOO.K,28.70854,5.17075
JKH,29.40613,5.61066
MDY,29.20428,5.08894
MYY,29.16295,-5.00622
PIO,29.63057,9.00787
RWK,29.17132,5.25487
RWR,29.80138,1.21824
RYT,28.609,5.11176
SCHH.K,29.72454,1.20199
SCHM.K,28.56674,5.34738
SEA,29.3677,9.46692
VEU,29.49709,5.88796
VIOO.K,29.36482,5.10527
VNQ,29.10775,1.23701
VOT,28.87154,5.8216
VSS,28.92052,8.19026
BRXX.K,30.12776,10.26549
DBO,30.84737,6.96949
ECNS.K,29.88528,8.71716
EFZ,30.17512,-5.13866
EWJ,30.06535,6.01384
FBT,30.10218,6.13612
FDN,29.91191,5.42474
FEM,29.97808,6.89514
FRI,30.60948,1.2995
IDV,29.98059,5.26521
IJK,30.61655,5.40798
IPD,30.25157,8.23619
IPE,30.38217,1.27542
IPK,30.11307,6.4108
IPN,30.24311,6.01585
LATM.K,30.49219,9.1991
MDYG.K,29.82604,5.18426
NFO,30.45059,6.19224
PEJ,29.86775,5.84615
RYJ,30.47803,6.22243
SCHE.K,30.31893,5.06178
UGA,30.60964,9.2832
USL,30.499,6.60763
VEA,30.39637,5.3271
VXF,30.20517,5.55957
XRO,30.36552,5.38525
AGEM.K,31.30561,5.15734
AXSL.K,31.78621,1.06147
BJK,31.47243,6.36053
CNDA.K,31.74438,5.12159
DDG,30.97732,-4.5888
EDV,31.77789,-1.91262
EIS,31.48809,1.04662
EWEF.K,30.87477,5.31176
EWEM.K,31.07656,5.2965
FEG,31.74582,5.22232
FIW,31.18459,6.21054
GML,31.58229,5.31596
IGV,31.16003,5.63189
IVOV.K,31.10324,5.20556
PSQ,31.22689,-6.36768
PTF,31.05891,6.36508
RFG,31.19131,5.21439
TAO,30.92688,9.6213
TDV,31.22345,6.81587
TIP,30.95588,1.32808
VDE,31.65973,5.06934
VNM,31.56235,12.65432
XLE,31.63273,5.07388
XTN,31.34487,0.95317
ABCS.K,32.65767,5.34075
BRAZ.K,33.05894,11.71061
DGS,32.1027,7.06449
ECH,32.03701,8.43238
EFG,33.08728,5.66557
EIRL.K,33.00691,10.3139
EWRS.K,32.48291,5.89562
EWZS.K,32.27683,11.79323
FAN,33.15999,5.29557
FNI,32.22341,6.59026
HAO,32.67136,9.16353
INXX.K,31.90425,14.75972
IPW,32.33655,5.46708
KIE,32.29526,5.47035
IWC,33.19179,5.63204
IYT,32.26392,-0.77519
PHO,33.22199,6.88705
PIN,32.43416,9.56385
PIQ,32.62641,6.37334
PIZ,32.02161,5.06629
PSJ,32.65955,5.59412
PXH,32.13003,5.23959
RWM,33.05066,-4.71902
SBB,32.02831,-4.22929
SCZ,32.3867,6.26181
SEF,32.36231,-4.55334
TYD,32.08471,1.02516
VBK,32.48884,5.42005
YXI,33.17795,-2.99802
BKF,33.71044,5.79179
BRAQ.K,33.63636,13.11487
CHIE.K,34.08737,4.43038
CHIQ.K,34.37648,1.46862
DEM,34.09443,5.39483
DHS,34.07841,1.76007
DNO,33.4219,-6.32664
DOG,34.35042,-2.65202
DON,33.84445,3.09145
FAA,33.75356,2.73037
FDD,33.43699,6.84346
FLM,33.87334,7.42408
FXI,33.79065,2.47658
FXZ,33.9912,4.9474
GDX,34.25538,7.71903
GRI,34.6579,4.18686
IEV,33.70807,4.83962
IGN,33.73469,3.47682
IJH,34.05743,5.04931
IRV,34.29916,5.22126
IWR,33.79214,4.4438
IXG,34.23575,5.6925
MCHI.K,33.75345,4.10947
MXI,33.64264,4.17801
NY,34.52098,2.90564
NYC,34.28713,3.546
PCY,33.88089,2.85397
PKB,33.72325,6.24714
PKN,33.6543,5.2381
PXF,33.9154,5.65816
PXR,33.22761,6.77937
PZI,33.40554,5.04435
RWW,34.61798,6.90566
RYF,34.41934,4.01226
SCIF.K,34.60349,23.67958
SCIN.K,34.6034,21.03116
USO,33.26072,6.50919
XGC,33.97914,5.56023
XLF,34.06495,4.26958
XTL,33.38307,5.60538
ZROZ.K,34.40547,-1.61665
ARGT.K,35.73842,-0.05068
AXUT.K,36.15244,5.59374
BRF,35.71241,12.24589
CCXE.K,35.68493,6.42665
CQQQ.K,34.95919,6.28571
DBU,36.58597,5.3658
DLS,36.49448,5.73788
DNL,34.70097,4.97583
EGPT.K,35.53413,16.42984
EIDO.K,36.06475,-3.35356
EMT,35.40531,4.79616
EPU,36.53294,6.29505
EUM,36.5894,-4.70043
FBM,34.96367,3.43343
FDM,34.75668,4.21692
FFL,34.66359,5.12399
FYC,34.76922,4.05885
FYT,35.07484,3.61672
GEX,36.71488,7.98991
GGGG.K,35.45185,4.68793
IAI,36.03813,4.26067
IDX,35.62871,-2.33246
IGE,36.2709,5.73296
IJR,35.40912,4.27056
IWV,36.40206,4.13404
IWO,34.67391,5.14076
IYJ,35.25892,3.53269
IYK,34.69133,3.30209
IYY,35.12102,4.16793
PALL.K,35.09305,4.17533
PBD,36.4504,7.73481
PFA,34.99634,5.38961
PSI,34.77774,1.8746
PUW,35.30018,9.33034
PXI,35.28301,7.111
PXQ,35.17142,3.78537
PYZ,36.44667,5.39933
RWG,34.98359,5.62714
RYE,35.981,7.5985
RZV,34.98187,5.32425
SBM,35.57761,-3.52908
SOIL.K,36.05673,7.11079
SZK,35.9651,-6.59721
THD,34.87431,11.50527
VGK,36.151,5.33211
XHB,35.68295,5.02646
ALUM.K,39.97868,6.63075
AXEN.K,37.68025,5.13787
CHIM.K,39.64928,5.04202
CHIX.K,38.895,4.2096
DIM,37.97004,5.66201
DWM,38.61374,5.6968
EEM,37.18031,4.57751
EQL,37.42432,3.3497
EWL,38.65318,3.68644
EWY,37.65041,2.8333
FBZ,37.96766,8.04373
FCG,37.33113,8.26307
FGEM.K,37.6786,6.4261
FXN,37.66115,8.66299
GUR,40.04046,9.14815
GXF,38.06603,11.19062
IAK,37.08114,4.20914
IEO,37.62333,10.10539
IJJ,39.19962,4.65174
IJS,38.15839,4.43055
IPF,38.93827,7.05596
ITB,38.11732,3.79464
IVV,37.5689,3.82079
IWB,36.90217,3.96706
IWM,38.29426,4.61832
IYE,37.40961,4.81957
JKF,39.46964,2.20516
JKI,37.48319,4.3585
JKL,38.85527,4.40077
KBE,37.0978,3.70542
KCE,38.0101,4.20411
KRE,37.92414,3.33966
KROO.K,37.23928,5.37978
KRS,37.89145,-4.52341
LIT,38.47967,4.6798
OGEM.K,39.44359,4.45886
PJB,36.9905,3.31052
PXE,38.47883,10.15283
RBL,40.08024,8.0249
SKOR.K,38.41695,2.46419
TBT,39.74441,0.56381
UCD,39.04748,4.19451
UGE,38.63017,7.71439
UGL,40.06426,10.88721
UNG,37.87599,-6.914
VIXM.K,38.30908,3.1365
XSD,37.03615,3.90809
BRAF.K,41.0214,12.08865
CHII.K,42.29184,12.24036
CHXX.K,40.25377,7.75145
CMD,40.83785,-3.17136
DES,41.16551,3.14005
DEW,42.61019,3.88778
DIA,41.49001,2.30958
DOL,40.22899,4.70333
EAPS.K,43.19089,6.56279
EFA,41.72671,5.18904
EFV,41.7671,5.24194
ERUS.K,42.23718,7.82796
ESR,40.3727,7.4415
EWAC.K,42.44458,3.30979
FEZ,40.29796,5.80873
FNIO.K,43.54665,2.67784
FTY,43.35079,1.09081
GLDX.K,41.85195,6.08466
GLL,40.11582,-11.41367
GNAT.K,41.48705,4.05007
IAT,40.44193,3.16322
IEZ,40.73951,5.88449
IOIL.K,43.54137,10.35521
IVE,42.07853,3.56326
IWN,42.36301,4.06993
IWS,40.16141,4.12371
IWW,42.81224,3.43836
KOL,42.07636,2.31959
NORW.K,41.2637,11.65644
PBW,40.17848,8.17391
PEK,40.75993,2.95652
PGX,41.21808,0.9908
PLND.K,42.53858,8.49948
PXJ,43.15049,5.93585
RETS.K,43.53792,-7.09689
RSX,41.68758,7.78382
RSXJ.K,42.05381,8.65724
RXD,40.80214,-3.2491
RXL,40.79726,2.61941
SH,40.19432,-3.83618
SLX,42.68662,0.72529
SPHB.K,43.23396,5.60837
UBT,40.61455,-1.62323
UPW,41.3844,2.51953
VROM.K,42.31034,8.1203
XES,42.59139,6.63907
AGG,45.8856,0.17276
AXJL.K,44.38515,4.09298
AXMT.K,44.17429,2.00611
COPX.K,46.50677,3.84983
DBS,47.98291,7.92079
DDM,49.18003,5.04488
DOO,46.19127,4.65174
DTH,44.41605,4.34319
DVY,48.31422,2.66469
EPOL.K,45.18226,8.75882
EWT,46.37266,5.25687
EWV,48.33166,-11.30324
EWW,43.96036,5.25022
EWZ,48.69357,4.70561
EZA,49.08008,3.64505
EZJ,48.39414,11.75518
EZU,49.6284,6.47336
GDXJ.K,45.22018,7.19064
GERJ.K,43.67163,8.18653
IWD,43.56023,3.34438
IYF,46.25152,4.39477
IYG,46.77273,5.80177
IYM,44.4434,3.33286
LTL,46.6953,10.90623
PEY,45.71246,1.83585
PHB,45.8001,1.40998
REMX.K,44.8028,6.12245
RETL.K,49.07945,8.08601
REW,48.65964,-13.97026
REZ,43.62711,-0.15041
ROM,49.12452,15.38119
RSU,46.66643,7.69763
RSW,46.68354,-7.34364
SCC,45.82001,-6.4735
SFK,48.73944,-10.06207
SIL,46.68868,7.66272
SIVR.K,47.21335,7.37008
SLV,47.43133,7.40026
TLL,47.22091,-10.58919
TSXV.K,47.10392,9.34763
TUR,45.03631,14.53831
UCC,46.8263,6.82619
UKF,48.35582,9.64976
URA,49.53474,3.89555
WCAT.K,45.88664,7.10952
XME,43.96982,0.46529
XOP,43.65587,10.34046
AUSE.K,56.19653,4.54095
DFE,58.53597,8.10017
DIG,64.31167,9.58033
DRW,61.56965,5.94059
EEN,51.46522,8.97031
EFO,60.20474,11.15953
EFU,60.64918,-10.14493
EPP,52.48287,4.49893
EWM,57.15486,4.22939
EWO,54.30462,8.30608
EWQ,61.92587,5.74047
EWS,61.31229,7.1607
FVL,59.88633,3.15552
IDU,58.01372,1.41509
IYZ,50.1224,5.59473
KWT,55.69383,16.78161
MVV,58.29455,10.26379
MZZ,58.35857,-9.92285
PGF,56.96072,2.62238
PSP,51.02455,6.4
QID,58.73144,-12.36982
QLD,49.98556,13.35701
RTL,49.83848,3.4538
SAA,64.12503,8.37741
SDD,63.37054,-8.52872
SDK,59.70882,-11.70122
SDOW.K,63.06032,-7.76439
SDS,60.90482,-7.48849
SIJ,58.38918,-7.91887
SJF,51.38682,-7.42617
SJH,63.53085,-7.93157
SSG,59.5397,-4.59452
SSO,50.37949,7.64231
TAN,53.71575,14.53925
TMV,60.71876,0.92033
TWQ,51.8837,-8.29841
UDOW.K,62.98897,7.52651
UKW,57.08838,10.89214
URE,59.95124,2.80808
USD,61.37491,3.86806
UVG,54.07775,5.42982
UVT,61.52855,7.62141
UVU,51.97114,9.86778
UWC,57.07223,8.80502
UXI,57.61411,7.41375
UXJ,62.23518,11.21233
BGU,73.80801,12.10218
BGZ,71.54966,-11.78782
BRIL.K,65.79222,11.08116
BRIS.K,73.80539,-16.14654
BZQ,64.94759,-9.80392
CURE.K,68.02497,1.57185
DUG,74.42938,-9.42121
DUST.K,76.20543,-24.05126
DXD,71.04458,-5.22599
EET,64.75779,9.00936
EEV,65.64336,-9.40629
EPI,74.41387,14.49814
EPV,71.18304,-10.73147
EWA,81.76042,2.97723
EWG,78.21739,8.64203
EWH,65.00602,5.83382
EWN,72.97737,5.82633
EWP,76.93245,2.81371
FLN,74.34821,10.49057
FXP,66.17307,-6.20575
GASX.K,81.02338,-23.46977
ICF,75.63401,1.02515
INDL.K,67.63317,30.9172
INDZ.K,66.18647,-26.57895
JPX,68.778,-8.83878
KRU,67.06564,4.85392
MUAE.K,69.06944,0.75228
NUGT.K,75.31396,21.42857
SCO,65.10114,-12.40513
SJL,64.41559,-7.10544
SKF,64.61676,-8.72985
SKK,67.55904,-9.90711
SMK,67.07245,-12.45434
SPXU.K,69.61988,-11.12084
TMF,71.34172,-2.68041
TYH,79.67505,23.07207
TYP,72.7904,-19.77186
UBR,65.72087,9.21107
UCO,65.32023,12.74462
UKK,67.19673,9.97689
UPRO.K,70.1465,11.6502
UPV,69.07209,10.29552
UWM,65.26193,9.08861
UYG,64.72295,8.62875
UYM,72.5383,6.522
VIXY.K,75.31835,-4.75546
XPP,65.4519,5.02307
AGQ,108.59097,14.47057
BLV,83.76387,0.21095
COWL.K,102.19957,12.74336
COWS.K,99.72917,-14.45392
DPK,90.40063,-15.01374
DRN,93.43724,3.26217
DRV,88.28626,-4.98525
DZK,108.19929,15.46481
EDC,104.75418,13.32794
EDZ,97.10928,-13.75
ERX,92.25094,13.51823
ERY,90.94615,-13.32675
EWC,82.86555,3.19454
EWD,92.62834,8.26538
EWI,100.26004,5.9375
EWK,114.67628,5.68592
EWU,86.86438,4.61078
FAS,94.12052,13.44486
FAZ,95.36032,-13.49153
GASL.K,83.0945,25.55066
IYR,86.40831,1.42809
LBJ,94.06554,11.02312
LHB,91.4399,-11.95876
MATL.K,104.00353,8.02534
MATS.K,106.23146,-7.91538
MWJ,168.3507,13.2993
MWN,81.85827,-13.13546
REM,84.00756,3.21135
RUSL.K,137.70384,23.33
RUSS.K,142.11094,-23.28053
SDP,211.94966,-3.14984
SMDD.K,87.64601,-14.67953
SMN,109.15378,-6.86084
SOXL.K,98.03101,8.73606
SOXS.K,97.85898,-10.66574
SRS,219.15656,-3.36235
SRTY.K,96.35171,-14.12742
TNA,98.38856,13.48535
TWM,84.03306,-9.26858
TZA,106.50919,-13.97059
UMDD.K,87.43853,15.46164
UMX,82.39767,8.2059
URTY.K,98.12988,13.67452
YANG.K,91.10464,-15.88505
YCS,200.73077,4.9614
YINN.K,89.34928,14.27896
ZSL,97.27477,-15.04348
